jamendo_id,title,duration,artist_name,album_name,audio_download,vocalinstrumental,lang,gender,acousticelectric,speed,genres,instruments
222919,immigre,DIGITAL ,DIGITAL,https://mp3d.jamendo.com/download/track/222919/mp32/,vocal,NULL,male,NULL,veryhigh,reggae,voice,"vocal, fast, afrique, liberte, roots"
1365835,Flower Waltz,Aaltus Felix,Solo Piano Pieces,https://mp3d.jamendo.com/download/track/1365835/mp32/,instrumental,NULL,NULL,NULL,verylow,"classical, improvisation, newage, ambient",piano,"instrumental, slow, relaxed, solopiano, waltz, classicalpiano"
53333,NoamutH Zha'LintH,LoltH,Drider IndustrieS,https://mp3d.jamendo.com/download/track/53333/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"triphop, downtempo, ambient, alternative",NULL,"instrumental, dark, fast"
34554,Saudade(Live),The TenGooz,It's Time!,https://mp3d.jamendo.com/download/track/34554/mp32/,vocal,NULL,male,NULL,medium,"funk, rnb, rock","voice, guitar",vocal
566217,Lustful Chick,Roma Agishev,Alibi,https://mp3d.jamendo.com/download/track/566217/mp32/,instrumental,NULL,NULL,NULL,veryhigh,rock,"guitar, drum","energetic, instrumental, fast, instrumentalrock"
769659,Gerardo Valentin -  Sabes bien,GERARDO VALENTIN,VENEZUELA ES MI LUGAR,https://mp3d.jamendo.com/download/track/769659/mp32/,vocal,NULL,male,NULL,veryhigh,"latin, world",voice,"vocal, fast"
1250966,iNstaField (dnb),Symbiants,L ectro space,https://mp3d.jamendo.com/download/track/1250966/mp32/,instrumental,NULL,NULL,NULL,NULL,"electronic, drumnbass, jazz",piano,"noisy, hardbass"
112178,you are mine,empty look masses,feel the abstract ?,https://mp3d.jamendo.com/download/track/112178/mp32/,vocal,NULL,male,NULL,medium,"rock, metal, ambient, progressive","voice, guitar, drum","energetic, vocal, angry"
1028489,Gdybym Cię oswoił,MANCY,Gdybym Cię oswoił,https://mp3d.jamendo.com/download/track/1028489/mp32/,instrumental,NULL,neutral,NULL,veryhigh,"soundtrack, chillout, easylistening, orchestral","piano, strings","instrumental, happy, fast"
116255,I LOVE U,Edo Morelli,Voyage,https://mp3d.jamendo.com/download/track/116255/mp32/,instrumental,NULL,NULL,NULL,medium,"club, african, ambient, world",NULL,"travel, ethnicrock"
668650,Fleur de lys,Afrikaf,Enfant du soleil,https://mp3d.jamendo.com/download/track/668650/mp32/,vocal,NULL,male,NULL,veryhigh,reggae,"voice, guitar","vocal, fast"
664202,baila mon coeur,RAÏBEL,NEJMA - ALGERIE AS,https://mp3d.jamendo.com/download/track/664202/mp32/,vocal,fr,male,electric,veryhigh,"latin, world","voice, guitar","acoustic, vocal, energetic"
1191583,A new life (rmx),Massiso,Massiso - Alter,https://mp3d.jamendo.com/download/track/1191583/mp32/,instrumental,NULL,NULL,NULL,medium,"rock, newage, electronic, experimental",guitar,"peaceful, newageinstrumental, suondtrack"
1235789,3. Lite - TiNNi (Specially for TiNNi),Lite,Somewhere between,https://mp3d.jamendo.com/download/track/1235789/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"reggae, dub",NULL,"energetic, instrumental, fast, happiness"
1138236,King Of Kings Roots Reggae,Auditone Music Library,Dub & Roots Reggae 001,https://mp3d.jamendo.com/download/track/1138236/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"reggae, dub, experimental, rock","drum, guitar, bass","instrumental, peaceful, fast, roots, rootsreggae"
421355,zekinash - Versos Nocturnos,Zekinash,Versos Nocturnos,https://mp3d.jamendo.com/download/track/421355/mp32/,vocal,NULL,male,electric,veryhigh,"latin, hiphop, electronic, world",voice,"acoustic, vocal, fast"
1221701,Sea of Doors,Crypt of Insomnia,Response to Challenge,https://mp3d.jamendo.com/download/track/1221701/mp32/,instrumental,NULL,NULL,NULL,NULL,"rock, metal, heavymetal, powermetal","guitar, cello, drum","energetic, nostalgic, sincere, powerful, electricguitars"
1384320,Mistero dell'Amore,Music is Love,Trio Live in Studio,https://mp3d.jamendo.com/download/track/1384320/mp32/,vocal,it,male,NULL,veryhigh,"world, indie, alternative",voice,"vocal, fast, chant, trio, easy"
321518,Atomic leaves,Pasión Sintética,Plan 9 (2009),https://mp3d.jamendo.com/download/track/321518/mp32/,vocal,NULL,male,electric,veryhigh,reggae,"voice, drum, guitar","acoustic, vocal, fast"
180514,Disoriented (Original Mix),WEXIN,"DISORIENTED - 12"" Club Mixes (Single)",https://mp3d.jamendo.com/download/track/180514/mp32/,instrumental,NULL,neutral,electric,medium,"electronic, techno, dance, house",NULL,"energetic, dream, history"
1386982,Più niente di te - piano solo version,Federico Guglielmetti,Quel che rimane - versione strumentale,https://mp3d.jamendo.com/download/track/1386982/mp32/,NULL,NULL,NULL,NULL,NULL,"rock, soundtrack, classical",piano,"film, speed, run, night"
837412,16.Kleiner Elch,Deichelche,Frühstück mit den Elchen,https://mp3d.jamendo.com/download/track/837412/mp32/,instrumental,NULL,NULL,NULL,medium,rock,guitar,energetic
530736,Dos Palabras,Augusto César,Por Un Lugar En Tu Corazón,https://mp3d.jamendo.com/download/track/530736/mp32/,vocal,NULL,male,NULL,medium,"latin, world","voice, guitar","happy, vocal, energetic"
751129,DJ KEAL - Tiempo de reflexionar con HARDCORE STREET & GENERA,Dj Keal,26 Vocales,https://mp3d.jamendo.com/download/track/751129/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice,"vocal, peaceful, fast"
48249,Brucia,GenteStranaPosse,La Storia Si Ripete,https://mp3d.jamendo.com/download/track/48249/mp32/,vocal,NULL,male,NULL,veryhigh,reggae,voice,"vocal, fast"
249263,Cortical Landscapes (live),Ran Kirlian,Selected Works II,https://mp3d.jamendo.com/download/track/249263/mp32/,instrumental,NULL,NULL,NULL,NULL,"soundtrack, ambient, darkambient, tribal",NULL,electric
902227,Rain keeps on Fallin',Hobotwang,2b,https://mp3d.jamendo.com/download/track/902227/mp32/,vocal,en,NULL,NULL,NULL,"reggae, indie, alternative, rock","acousticguitar, voice, guitar","energetic, vocal"
400842,Troisième Frangepédie,Charlie Gibson,Trois Frangepedies,https://mp3d.jamendo.com/download/track/400842/mp32/,instrumental,NULL,NULL,NULL,NULL,"classical, jazz, lounge",piano,sad
760268,Facing The Tree,Greg Gibbs,The Lights,https://mp3d.jamendo.com/download/track/760268/mp32/,vocal,NULL,male,NULL,verylow,rock,"voice, guitar, drum","vocal, peaceful, slow"
1047243,Primate,Skarah-B,XY12,https://mp3d.jamendo.com/download/track/1047243/mp32/,vocal,NULL,male,NULL,NULL,"rock, ska","voice, guitar, drum","energetic, vocal, festif"
530363,Bring Me Down,Aerial,In The End,https://mp3d.jamendo.com/download/track/530363/mp32/,instrumental,NULL,NULL,NULL,veryhigh,rock,"guitar, drum","energetic, instrumental, fast"
919931,Whatever You Want,StatueOfDiveo,Whatever You Want,https://mp3d.jamendo.com/download/track/919931/mp32/,instrumental,en,NULL,NULL,medium,"electronic, drumnbass","voice, keyboard, computer","fast, inspirational, podcast, podsafe"
1309841,Amure-The mountains,Amure,GEO,https://mp3d.jamendo.com/download/track/1309841/mp32/,NULL,NULL,NULL,NULL,NULL,"newage, electronic, ethno",NULL,enigmatic
1295557,&quot;Nuit Blanche&quot; Piano -David Recoing- Novembre 2015,DAVID RECOING,&quot;Rouge Toccaten&quot;,https://mp3d.jamendo.com/download/track/1295557/mp32/,NULL,NULL,NULL,NULL,NULL,"jazz, improvisation, classical",piano,"ballade, pianissimo"
528704,c c ki,Na2sty,Bienvenue au coeur du ris-k vol 1,https://mp3d.jamendo.com/download/track/528704/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice,"vocal, fast"
1012338,Kills All Evil (without synth),Exalted Dirt,Kills All Evil (single),https://mp3d.jamendo.com/download/track/1012338/mp32/,NULL,NULL,NULL,NULL,NULL,"metal, hardrock",NULL,angry
75418,Inside You,PHST RECORDS,"Noise Consortium Feat. Zuzule -""Hallamass 1.0"" (demotape) - ",https://mp3d.jamendo.com/download/track/75418/mp32/,vocal,NULL,male,NULL,medium,"rock, metal, hardrock, indie","voice, guitar, drum","vocal, energetic, angry, phyloxera, noiseconsortium, hallamass10"
38021,Little Swing,Jampy,Rain,https://mp3d.jamendo.com/download/track/38021/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"jazz, rock, blues, pop",guitar,"instrumental, fast, instrumentalpop"
8284,Singes et gorilles,Philippe Mangold,IGAPO,https://mp3d.jamendo.com/download/track/8284/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"soundtrack, world, newage","piano, strings","instrumental, fast, happy, ethnique"
836472,Klangachse - Coryphée - One,Klangachse,Coryphée,https://mp3d.jamendo.com/download/track/836472/mp32/,instrumental,NULL,NULL,NULL,verylow,"lounge, newage, electronic",NULL,"instrumental, slow, peaceful"
258219,todo sucede por una razon-dogy-fu,dogy-fu,instrumentales de un dog,https://mp3d.jamendo.com/download/track/258219/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"hiphop, triphop, downtempo",NULL,"instrumental, fast"
479226,) Felipe Dj -  La cioccolata,FelipeDj,Belle Storie a Tempo,https://mp3d.jamendo.com/download/track/479226/mp32/,vocal,NULL,male,NULL,veryhigh,hiphop,voice,"vocal, fast"
1349735,SOUND,EDDIE,MUSINK,https://mp3d.jamendo.com/download/track/1349735/mp32/,vocal,en,male,NULL,veryhigh,"rock, reggae, funk","drum, voice, guitar","vocal, love, summer"
1135270,Senegal,SuperGriots,Xalam Kat Yii,https://mp3d.jamendo.com/download/track/1135270/mp32/,vocal,NULL,male,NULL,verylow,"reggae, world, african, folk","drum, voice, guitar","vocal, slow"
1119440,Passion,FJGI,Looking To The Sky,https://mp3d.jamendo.com/download/track/1119440/mp32/,instrumental,NULL,neutral,NULL,high,classical,"clavichord, piano",NULL
1066616,Navigator,Index,Underground,https://mp3d.jamendo.com/download/track/1066616/mp32/,NULL,NULL,NULL,NULL,medium,"electronic, drumnbass, dance",NULL,future
42239,Tree,Maxa,Music from an AdultChild,https://mp3d.jamendo.com/download/track/42239/mp32/,NULL,NULL,NULL,NULL,NULL,"ambient, electronic, soundtrack, newage",NULL,worldbeat
644466,Jestem życie,J.M.Goshki,Zdarta płyta,https://mp3d.jamendo.com/download/track/644466/mp32/,vocal,NULL,male,NULL,veryhigh,"blues, folk","voice, guitar","vocal, fast"
1388485,Ros,Ayasanca.,Luna inquebrable,https://mp3d.jamendo.com/download/track/1388485/mp32/,NULL,NULL,NULL,NULL,NULL,"chanson, tribal",NULL,"cantautor, indigena"
897169,Motorheadache,Freedom Xlave,[ ],https://mp3d.jamendo.com/download/track/897169/mp32/,vocal,NULL,male,NULL,NULL,"rock, metal, hardrock","voice, guitar, drum","energetic, vocal, angry"
558457,le bouquet d'Eglantine,Bob wizman,Le quizz,https://mp3d.jamendo.com/download/track/558457/mp32/,instrumental,NULL,neutral,NULL,medium,"rock, funk, hard",NULL,"instrumentalrock, guitareelectrique"
995687,Partyverbot im Zirkus Maximus Teil1,Die Electrotüte,Verboden fietsen te plaatsen,https://mp3d.jamendo.com/download/track/995687/mp32/,instrumental,NULL,NULL,NULL,NULL,"jazz, disco, funk",drum,"psycho, film, crime, electroboogie, criminal"
777546,My World's Ending,Black Whole,Dark Matter,https://mp3d.jamendo.com/download/track/777546/mp32/,vocal,NULL,male,NULL,NULL,"rock, metal, hardrock","voice, guitar, drum","angry, energetic, vocal"
329016,Rocket Man,Eine Cliq,And One Alles Umsonst?!,https://mp3d.jamendo.com/download/track/329016/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice,"vocal, fast"
686409,Supercherie (Averroès feat B.A.S & Kerjostyle prod Buzzhaw G,CRSKP (Comité Révolutionnaire Section Kalach du Peuple),Mixtape 02 Prod,https://mp3d.jamendo.com/download/track/686409/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice,"vocal, fast"
1155517,Errance,Francbâtards,Francbâtards,https://mp3d.jamendo.com/download/track/1155517/mp32/,instrumental,fr,NULL,NULL,veryhigh,"world, jazz, rap, reggae","guitar, brass, woodwind","instrumental, fast, franco"
1281206,oisopasrrk,V-zen instrumental beat,big beat 2015 - 2016 ( v-zen instrumental ),https://mp3d.jamendo.com/download/track/1281206/mp32/,instrumental,NULL,NULL,NULL,NULL,"rap, hiphop, gangstarap",NULL,beat
1366622,A Haunted Past,Composer Détraqué,CDMusik: Première Année,https://mp3d.jamendo.com/download/track/1366622/mp32/,NULL,NULL,NULL,NULL,NULL,"soundtrack, ambient, classical",strings,"halloween, scary"
381705,Down down,Contratempo,Lonely,https://mp3d.jamendo.com/download/track/381705/mp32/,vocal,NULL,male,electric,veryhigh,"rock, reggae, ska, march","voice, drum, guitar","acoustic, vocal, energetic, jamaica"
536570,Nuts,Desert Sons,Rock and Roll Razzle Dazzle,https://mp3d.jamendo.com/download/track/536570/mp32/,instrumental,NULL,NULL,NULL,veryhigh,rock,"guitar, drum","energetic, instrumental, fast"
373522,-_BooT-SectoR-ViruZ_-_CoreBoard_Track_Projekt,Chase Records,Chase HS 003 - CoreBoard Artists - CoreBoard Track Projekt 4,https://mp3d.jamendo.com/download/track/373522/mp32/,instrumental,NULL,NULL,NULL,veryhigh,jazz,NULL,"angry, energetic, instrumental"
1045246,LIGHTHOUSE,Bane Djakovic,SAVA+DANUBE=BELGRADE,https://mp3d.jamendo.com/download/track/1045246/mp32/,instrumental,NULL,NULL,NULL,NULL,jazz,NULL,"energetic, happy"
1320488,La lluvia me recuerda a ti,Ismael Soriano Galicia,Rosa Evelin,https://mp3d.jamendo.com/download/track/1320488/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"jazz, newage, ambient","piano, guitar","instrumental, fast, happy, classicalpiano"
1066173,il y as le il il y as le elle,RAS ROMAIN,POSITIVE,https://mp3d.jamendo.com/download/track/1066173/mp32/,vocal,NULL,male,NULL,veryhigh,"reggae, dancehall, ragga","voice, guitar","energetic, vocal, fast, hip, hop, zouk"
856570,Pensiero Sul Tempo,Gionata Prinzo,Non Saprò Che Dire...,https://mp3d.jamendo.com/download/track/856570/mp32/,NULL,it,NULL,NULL,NULL,"pop, singersongwriter, orchestral",NULL,fingerstyle
30522,Track 2 pas si vite,JAC,La maison brûle,https://mp3d.jamendo.com/download/track/30522/mp32/,vocal,NULL,NULL,NULL,medium,"blues, rock, pop, chanson","voice, guitar",vocal
751559,r,UNISERV,uniserv,https://mp3d.jamendo.com/download/track/751559/mp32/,vocal,NULL,female,NULL,veryhigh,pop,"voice, guitar, piano","vocal, fast"
1305533,La Chambre,F. T. G,A.,https://mp3d.jamendo.com/download/track/1305533/mp32/,NULL,NULL,NULL,NULL,NULL,"soundtrack, classical","piano, oboe, celesta",dulcimer
1144689,Пара слов,Yormundgard,И родилась Пустота,https://mp3d.jamendo.com/download/track/1144689/mp32/,instrumental,NULL,female,NULL,medium,"rock, metal, atmospheric","bass, voice, drummachine","energetic, sologuitar, vocals"
1151534,The Old Morals,Evil Country Jack,Doctrine,https://mp3d.jamendo.com/download/track/1151534/mp32/,vocal,NULL,NULL,NULL,NULL,"rock, metal, hardrock","voice, guitar","angry, energetic, vocal"
1090534,Leyre (Spaces Version),EGA,SPACES,https://mp3d.jamendo.com/download/track/1090534/mp32/,instrumental,NULL,neutral,NULL,medium,"newage, chillout, ambient, pop","synthesizer, electricguitar, piano",happy
1347816,Impromptu,Alexander Morozov,Classico-instrumental collection,https://mp3d.jamendo.com/download/track/1347816/mp32/,NULL,NULL,NULL,NULL,NULL,classical,piano,"фортепиано, expromt"
1091454,sonata7-d-major-3,Andrea valori,zehn kleine Gärten,https://mp3d.jamendo.com/download/track/1091454/mp32/,instrumental,NULL,NULL,NULL,NULL,classical,piano,"happy, energetic"
724589,º Spacial Trip,Michael Hawkwood,Interstellar Travel (Music for Aliens),https://mp3d.jamendo.com/download/track/724589/mp32/,NULL,NULL,NULL,NULL,NULL,"newage, soundtrack",computer,NULL
1279143,А.Т.Ф.,Косогор,Karakorum [EP] 2015,https://mp3d.jamendo.com/download/track/1279143/mp32/,NULL,ru,NULL,NULL,NULL,"rock, metal, symphonic",NULL,femalevocal
760239,Mittelstück,Colin MC,Rap ist was ich so sehr liebe,https://mp3d.jamendo.com/download/track/760239/mp32/,vocal,NULL,male,NULL,veryhigh,hiphop,voice,"vocal, fast"
678523,The Waiting,Yellow Lady Slipper,Yellow Lady Slipper,https://mp3d.jamendo.com/download/track/678523/mp32/,vocal,NULL,male,NULL,verylow,"pop, rock, folk","voice, guitar","vocal, peaceful, slow"
1144008,InTongues,Killing For Christ,The Hordes,https://mp3d.jamendo.com/download/track/1144008/mp32/,vocal,en,male,NULL,medium,"metal, rock, thrashmetal, hardrock","voice, electricguitar, doublebass","angry, energetic, vocal, speedmetal, aggressive, offensive"
1333125,13. Victoria,UnderBlow,Madre Coraje,https://mp3d.jamendo.com/download/track/1333125/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"rock, metalcore, acidrock, experimental",NULL,"instrumental, fast, heavy, heaven, emotionalmusic"
236185,Filozofija hip hop 1,Skandal,Decenija(extended),https://mp3d.jamendo.com/download/track/236185/mp32/,vocal,NULL,NULL,NULL,veryhigh,"hiphop, rnb",voice,"vocal, fast"
1217708,Point,LW§LH,Point,https://mp3d.jamendo.com/download/track/1217708/mp32/,NULL,NULL,NULL,NULL,NULL,"newage, ambient, soundtrack",NULL,"synth, point, violoncello"
514227,breath that heaven,Phenix,Phenix,https://mp3d.jamendo.com/download/track/514227/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice,"vocal, fast"
663433,Хозяева Судьбы,Right Hook (Хук Справа),Биология над идеологией,https://mp3d.jamendo.com/download/track/663433/mp32/,vocal,NULL,male,NULL,NULL,"metal, hardrock, rock","voice, guitar, drum","energetic, vocal, angry"
778082,Where is my Love,Reasons For Eternity,Prepare To Charge,https://mp3d.jamendo.com/download/track/778082/mp32/,vocal,NULL,male,NULL,veryhigh,"rock, metal, hardrock","voice, guitar, drum","energetic, vocal, fast"
401849,African Distance,Francis Lévesque,Piano à assembler soi-même,https://mp3d.jamendo.com/download/track/401849/mp32/,instrumental,NULL,NULL,NULL,verylow,"classical, jazz",piano,"instrumental, slow, sad, lowtempo"
1234642,Zion Dirty Sound - Interlude cumbia,Dubophonic netlabel,Zion Dirty Sound - Fils de Abraham,https://mp3d.jamendo.com/download/track/1234642/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"reggae, world, fusion",NULL,"instrumental, fast, africa, dubwise"
1367795,Lightness,Imseti,RISE,https://mp3d.jamendo.com/download/track/1367795/mp32/,NULL,NULL,NULL,NULL,medium,"pop, world, soundtrack","piano, strings","electric, guitare"
1092502,Vitality,Tentacles,Single Vitality / Disco Time,https://mp3d.jamendo.com/download/track/1092502/mp32/,instrumental,NULL,neutral,NULL,medium,"jazz, electronic, funk","guitar, brass, bass","energetic, film, happy"
189772,18 Years of Lameness,Apes in the Aviary,Live! (At My Mom's House),https://mp3d.jamendo.com/download/track/189772/mp32/,vocal,NULL,male,NULL,medium,popfolk,voice,"vocal, peaceful"
636384,The boy in the wood,Cui Bono,Can Not Escape,https://mp3d.jamendo.com/download/track/636384/mp32/,vocal,NULL,male,NULL,veryhigh,"metal, hardrock, rock","voice, guitar","vocal, angry, fast"
250470,Sophie's Car,Mark Elliot Cullen,366 Songs: February,https://mp3d.jamendo.com/download/track/250470/mp32/,vocal,en,male,electric,medium,"folk, rock, pop, indie","voice, acousticguitar, guitar","acoustic, energetic, vocal, energy"
45062,Back (feat. Dolla West),Lil Bro,South Stylez Records Promo,https://mp3d.jamendo.com/download/track/45062/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice,"vocal, fast"
53481,Der Blumenzüchter,Die drei Lenöre,Quickies,https://mp3d.jamendo.com/download/track/53481/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, pop, rnb",voice,"vocal, fast, energetic"
718661,Cursed Rose,Emelyan XIII,Viaţa De Moarte,https://mp3d.jamendo.com/download/track/718661/mp32/,instrumental,NULL,NULL,NULL,medium,"rock, metal, hardrock",guitar,"energetic, angry"
74339,So Sorry,Moe2Smoke,Genuine (special release),https://mp3d.jamendo.com/download/track/74339/mp32/,vocal,NULL,male,NULL,veryhigh,"pop, rock, rap, hiphop","voice, guitar","vocal, fast"
1273335,Wild rotation,Almansor,Malli and the songmakers Volume 4,https://mp3d.jamendo.com/download/track/1273335/mp32/,NULL,NULL,NULL,NULL,NULL,world,NULL,"songs, almansor, hiddenpictures"
1309901,Truth and mud,Nikos Boubas,The Festival,https://mp3d.jamendo.com/download/track/1309901/mp32/,NULL,NULL,NULL,NULL,NULL,"folk, world, gipsy","accordion, trumpet, brass","theater, balkan, ost"
85497,Rester Tranquille,Jordanenko,Restrankyl,https://mp3d.jamendo.com/download/track/85497/mp32/,vocal,NULL,male,NULL,veryhigh,"pop, rock, reggae, chanson","voice, guitar, drum","happy, vocal, fast"
383573,08. tymono - szukasz stylu,Tymono,Variables,https://mp3d.jamendo.com/download/track/383573/mp32/,instrumental,NULL,neutral,electric,veryhigh,"hiphop, lounge, jazz, groove","piano, sampler, drummachine","soft, dream, acoustic, hip, hop, beats"
1074999,Религия [433 - Серый(2013)],433_Product,433 - Серый,https://mp3d.jamendo.com/download/track/1074999/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice,"vocal, peaceful, fast"
1384944,Wildness Is Living In Your Room,Doomdozer,Nucleation Reversed,https://mp3d.jamendo.com/download/track/1384944/mp32/,instrumental,en,NULL,NULL,veryhigh,"metal, industrial, rock",NULL,"instrumental, fast, postmetal, postdoom, doomdozer"
1116686,Zombie [prod. Mighty Fuzz Young],Jus Daze,Walk Twice As Hard,https://mp3d.jamendo.com/download/track/1116686/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, soundtrack, rap, rnb","drum, bass, voice","vocal, fast, jusdaze, hiphoprap"
466308,Stars In My Eyes - Tales of Tinseltown - Paul Katz and Micha,A STAGE KINDLY,Encore Live,https://mp3d.jamendo.com/download/track/466308/mp32/,vocal,NULL,female,NULL,verylow,rock,"piano, voice, strings","vocal, slow"
1328101,homeboys,Angelo Alabiso Extemporary Jazz Band,Place Of Fun,https://mp3d.jamendo.com/download/track/1328101/mp32/,NULL,NULL,NULL,NULL,NULL,jazz,NULL,"batteria, contrabbasso, hammondorgan"
1125659,Oscar Lezar ft RouLiette Ruse - Compagnon de fortune,Oscar Lezar,Mots Croisés,https://mp3d.jamendo.com/download/track/1125659/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb","voice, guitar","vocal, peaceful, fast"
843406,the segrets of the earth,Stefano mocini,The end of the summer,https://mp3d.jamendo.com/download/track/843406/mp32/,instrumental,NULL,neutral,NULL,veryhigh,"soundtrack, newage","piano, strings, panflute","instrumental, dramatic, meditative"
623009,Jahjah,Eskimo,Eskimo,https://mp3d.jamendo.com/download/track/623009/mp32/,vocal,NULL,male,NULL,verylow,reggae,voice,"vocal, peaceful, slow"
529627,Septem,Grim Shit,Neutral Wings - Final Chronicles,https://mp3d.jamendo.com/download/track/529627/mp32/,instrumental,NULL,NULL,NULL,medium,"soundtrack, metal, hardrock","strings, brass","angry, energetic"
73061,Certified Hoodstars by G-Kid featuring Stack Bundles,Cartel,Prepare For Glory,https://mp3d.jamendo.com/download/track/73061/mp32/,vocal,en,male,electric,veryhigh,"hiphop, rnb",voice,"acoustic, vocal, fast"
324879,Coco,Glandul Convention,Comic Band,https://mp3d.jamendo.com/download/track/324879/mp32/,NULL,NULL,NULL,NULL,NULL,"rock, blues, punk, garage",NULL,NULL
171968,Lil'Diamond-I'm flirt remix,Beat-gang   the first,beat-gang the first,https://mp3d.jamendo.com/download/track/171968/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice,"vocal, fast"
440144,Smile,Krysia,Just Being Me,https://mp3d.jamendo.com/download/track/440144/mp32/,vocal,en,female,acoustic,verylow,"folk, pop","voice, guitar","acoustic, energetic, vocal, energy"
76110,En vain,Carmina,Demo,https://mp3d.jamendo.com/download/track/76110/mp32/,NULL,NULL,NULL,NULL,NULL,"metal, rock, deathmetal, death",NULL,angry
1007188,Другой,Крайцев Евгений,Единомышленник,https://mp3d.jamendo.com/download/track/1007188/mp32/,vocal,NULL,male,NULL,medium,"rock, metal, hardrock","voice, guitar, drum","angry, energetic, vocal"
73470,Jazzy Hand (aka Ocer),PowerPulsomatic,Electronique Moustique,https://mp3d.jamendo.com/download/track/73470/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"hiphop, acidjazz, electronic","piano, guitar","instrumental, peaceful, fast"
112909,1st Gnossienne,Ceebass,Symfonie in C,https://mp3d.jamendo.com/download/track/112909/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"hiphop, jazz",piano,"instrumental, peaceful, fast"
899850,Room to Breath - Sunshine Edit,SHAWAN RISING,START MY LIFE OVER,https://mp3d.jamendo.com/download/track/899850/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, triphop, electronic, rap","voice, guitar","dark, vocal, fast, shawanrising, korruptdialect, coventry"
141082,En liberté,LéYàK,En liberté,https://mp3d.jamendo.com/download/track/141082/mp32/,vocal,NULL,male,NULL,veryhigh,"pop, rock","voice, guitar, drum","vocal, happy, fast, popfunk"
1279230,Emissary,noaccordion,Community,https://mp3d.jamendo.com/download/track/1279230/mp32/,NULL,en,NULL,NULL,NULL,"triphop, electronic, tribal",NULL,"love, upbeat, downtemporap, raps"
520896,Paré(DH version),Mighty YaB,Parè ,https://mp3d.jamendo.com/download/track/520896/mp32/,vocal,NULL,male,electric,medium,reggae,voice,"acoustic, vocal, 974, reunion, mighty"
1034239,The Battle,EGA,EPIC CHILL OUT,https://mp3d.jamendo.com/download/track/1034239/mp32/,instrumental,NULL,neutral,NULL,veryhigh,"soundtrack, chillout, newage, orchestral","piano, strings, brass","instrumental, fast, energetic, epicmusic"
411960,Jack in a Box,Olivier Girardot,Jack in a Box Remix,https://mp3d.jamendo.com/download/track/411960/mp32/,instrumental,NULL,neutral,electric,veryhigh,"electronic, minimal, soundtrack, jazz",NULL,"acoustic, instrumental, dramatic"
1169409,Episódio 1,Aquarelle,Era uma vez uma cortina...,https://mp3d.jamendo.com/download/track/1169409/mp32/,instrumental,NULL,NULL,NULL,verylow,"postrock, ambient",piano,"instrumental, slow, cinematic"
549904,dans l'air du temps,roshbantu,et maintenant,https://mp3d.jamendo.com/download/track/549904/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice,"vocal, fast"
1372011,HB2023,Hitomi Lai,Pink Asia Music Library by Hitomi Lai,https://mp3d.jamendo.com/download/track/1372011/mp32/,NULL,NULL,NULL,NULL,NULL,"world, oriental, asian, soundtrack",strings,light
899725,Every Place I Go (ft Sikadime),N'Playaz,Playaholics,https://mp3d.jamendo.com/download/track/899725/mp32/,vocal,NULL,male,NULL,veryhigh,"hiphop, rnb",voice,"vocal, fast"
1107329,Brave Dream,THEO ARNISOUND,BO une journée au Zoo,https://mp3d.jamendo.com/download/track/1107329/mp32/,instrumental,NULL,neutral,electric,veryhigh,"soundtrack, world","strings, guitar, piano","nature, acoustic, instrumental, ethnicrock, musiquedefilm"
1255130,Fotos del ayer,Radio Interior Fusion,My collection of little songs,https://mp3d.jamendo.com/download/track/1255130/mp32/,instrumental,NULL,NULL,NULL,veryhigh,"newage, ambient, chillout",guitar,"happy, instrumental, fast, landscape, popchill, ambientmusic"
1028506,Angel Lake,Frank Harper,Angel Lake,https://mp3d.jamendo.com/download/track/1028506/mp32/,instrumental,NULL,NULL,NULL,verylow,"easylistening, newage, ambient, soundtrack","synthesizer, woodwind","meditative, relaxing, instrumental, soothing, healing"
